,GTUSD5Y Govt,GTEUR5Y Govt,GTJPY5Y Govt,GTCNY5Y Govt,GTAUD5Y Govt
2007-04-09,0.06114417484292572,0.11356643373706628,0.9757241127070164,0.000778278440837806,0.17699125734282958
2007-04-10,0.06092891928309091,0.11329095745672883,0.9757691593146793,0.001080710775043263,0.17699210589197797
2007-04-11,0.059235286192037814,0.11198308294277003,0.9757941684604392,0.0013524160357816315,0.17825510307939543
2007-04-12,0.06224141172780935,0.11335111442984493,0.9754541017297348,0.003979897828643018,0.17818806737700174
2007-04-13,0.06157931238215333,0.1134735372906707,0.9754225737409885,0.0036580113977069074,0.17851937208718638
2007-04-16,0.06044627629488506,0.11122205411998791,0.9748010933859738,0.0026175857419807407,0.18366240480241813
2007-04-17,0.05535236185739426,0.1071808296023456,0.9757281620308923,0.002700351491099578,0.18274476114023688
2007-04-18,0.05711105959150887,0.10923450244476905,0.9758967579609755,0.0025806114067897998,0.18006945491671444
2007-04-19,0.05629477826137463,0.10998031106331116,0.9758933576269231,0.0030957456036592875,0.17988273963259502
2007-04-20,0.054877062858611755,0.10722647532723945,0.9759938715193064,0.0009244470480327183,0.18145550174993158
2007-04-23,0.05524080520983093,0.10735105392949608,0.9759999296537443,0.02146499317249287,0.17996554126828682
2007-04-24,0.05662691223049378,0.10843450821341022,0.9758653792212473,0.021393662410470724,0.17962300266333805
2007-04-25,0.0595160287307829,0.11056441818626066,0.9745796353084625,0.020580733278210788,0.18440260197460953
2007-04-26,0.06121250268080627,0.11095898223600922,0.974784043648913,0.024352859538959548,0.1820553219668409
2007-04-27,0.05940024122869513,0.10823861454229396,0.975191863269275,0.023176561166962928,0.1822626963747963
2007-04-30,0.05926094446112806,0.10491480892325775,0.9765726746623281,-0.0024756815144866694,0.17827143751615682
2007-05-09,0.05501174056702438,0.10106292471628009,0.9773890585554619,0.0009638719168116924,0.17739699212380514
2007-05-10,0.056287718407730725,0.10112437892981016,0.9774385081132049,0.00040546720534017977,0.17668998612340822
2007-05-11,0.05323026317131467,0.09495988146535557,0.9771079709350141,-0.009176631713542611,0.18255126009001404
2007-05-14,0.05143443582234052,0.09568622558850855,0.9762141388521697,-0.010610539817732028,0.1873286326063256
2007-05-15,0.05148604111852279,0.09728668509700202,0.9757908401537702,-0.010801070148784914,0.18867978595604495
2007-05-16,0.047599897192595504,0.09795655676131554,0.976952725530748,0.00206518032058055,0.18356979567185908
2007-05-17,0.04297718935533398,0.09793470420252898,0.9768387490093772,0.0015893226274041516,0.18532481591859304
2007-05-18,0.04046003014268571,0.09680524589390405,0.9771552999357064,-0.005518233340370959,0.18473981497401804
2007-05-21,0.04143744404784635,0.09629307014831978,0.9769317826084795,-0.00440516831365611,0.18599857390243943
2007-05-22,0.04154992264235473,0.09660425614431677,0.9768870966321859,-0.004280236726135568,0.18604972891763358
2007-05-23,0.03701784785616937,0.09196462077705735,0.9776747867241635,-0.010516919514482899,0.1849691684395437
2007-05-24,0.03807544300548338,0.09409546666010364,0.9774779460036583,-0.014010946402094462,0.18449081888088564
2007-05-25,0.03567315217424405,0.09334878988739187,0.9775474875813609,-0.014173157482180987,0.18496881026504736
2007-05-28,0.038643428868230745,0.0960256198596215,0.9775402642988353,-0.011725529802606207,0.18320291853923285
2007-05-29,0.04152951356256578,0.09724937333708206,0.9773862413110838,-0.006154260077632038,0.18301945051685364
2007-05-30,0.0429887518076927,0.09809865126700494,0.97718358647721,-0.008302539982462076,0.183226439104698
2007-05-31,0.04288339293676004,0.09835966555944964,0.9770864362593153,-0.008177522145216122,0.18363446030334157
2007-06-01,0.04266269330355693,0.09906536300529514,0.9770943553452943,-0.009885798381383584,0.18317980291353744
2007-06-04,0.04574973347017027,0.10069401350452228,0.97670301131267,-0.007660415274653759,0.1837395527978152
2007-06-05,0.041054228426952354,0.09750246168915677,0.9779013689344966,-0.007962905908706748,0.18014806426478736
2007-06-06,0.050964996544033477,0.10456581100971095,0.976931289031665,-0.006801693749981426,0.17896243675198412
2007-06-07,0.04793557111613719,0.1045181977765435,0.9770479834991811,-0.007023656954051931,0.1791815658445052
2007-06-08,0.057485383894855364,0.11124893893317801,0.9756676376808718,-0.005106531443230403,0.17990466459641688
2007-06-11,0.05670768509478985,0.12630777439267307,0.9731202084551701,0.006997687457832417,0.18389855041725772
2007-06-12,0.05737402838571749,0.1259697160323837,0.9732130645991173,0.008349332573120523,0.18337521928737754
2007-06-13,0.06165282429037022,0.12802253618011702,0.972634549274077,0.012672093325657371,0.18338650739950982
2007-06-14,0.0516632046928251,0.1251650241928376,0.9730028802633669,0.016230851655936324,0.1861896464720522
2007-06-15,0.046197011879422635,0.1221149407708187,0.9735430769241703,0.014129802745078085,0.1869973352252813
2007-06-18,0.054678141575297275,0.1271965075620093,0.9730075517157124,0.018934797713498132,0.18365491291453276
2007-06-19,0.058933580463289455,0.1294015575946369,0.9727562623854333,0.012932867378097356,0.18264737862110664
2007-06-20,0.05625539164469818,0.1232007734415206,0.9746578042194758,0.020942577772316714,0.17680631618987155
2007-06-21,0.05037573311567744,0.11007615295962937,0.9760298712723725,0.0244641226312503,0.17920023200483387
2007-06-22,0.05086542525948145,0.11115222227920146,0.9755918202983501,0.026062226533951776,0.180552630860398
2007-06-25,0.053671578117208685,0.11277177619948012,0.9752001278459467,0.029270121541818336,0.1803603582536893
2007-06-26,0.051816443126756304,0.11494157584541828,0.9747698206118945,0.029989837428444507,0.18173578854791655
2007-06-27,0.05263311704394922,0.11542126807769411,0.9747868287862291,0.028360963771727806,0.1813669761130727
2007-06-28,0.0524709539145283,0.11732066336351271,0.9743776018694063,0.028986561845488003,0.18229297614238402
2007-06-29,0.056148644049647964,0.1203060491733791,0.9732985715029847,0.02642606525674834,0.18537890410986382
2007-07-02,0.06462952519061908,0.12136509846428643,0.9736411783294504,0.022490067782562042,0.18058402493233874
2007-07-03,0.07165705771227888,0.12531382024599985,0.9717085783410893,0.03150377810629177,0.18425977118931908
2007-07-04,0.06188559794177445,0.11914277691607134,0.9732340142425921,0.030514126767594765,0.18400981784942008
2007-07-05,0.07040579064426611,0.12892103123796048,0.9730669568816039,0.03334144858383547,0.17450340277428072
2007-07-06,0.08128347816606016,0.13232948951233328,0.9715918173145817,0.03847791173468678,0.17438661995267601
2007-07-09,0.08728146705844919,0.13774829647467762,0.9697193757938042,0.04201335543602023,0.17688007943669323
2007-07-10,0.0828907911619895,0.12354454303841705,0.9695382261544863,0.04074805620346039,0.19026583131718688
2007-07-11,0.08468711693421185,0.12463777524556222,0.9691052248801119,0.04189016293832749,0.19071915102127657
2007-07-12,0.06781698580950186,0.11780193042356439,0.9692850938649341,0.04686868247209152,0.19953269165420331
2007-07-13,0.06832213170467097,0.11588877693396527,0.9692880319834604,0.043510549975762265,0.20121983201095572
2007-07-16,0.07280765634370993,0.11849504482683836,0.9691472823298444,0.042532450631639546,0.19900378218809414
2007-07-17,0.07298893925740552,0.1183953021321546,0.9691818981962745,0.04280123401523283,0.19877039456255374
2007-07-18,0.07106221969795533,0.12116764694869167,0.9689948045302931,0.04594015580710845,0.1980079118172643
2007-07-19,0.07191101280842264,0.12219300398782597,0.9688659590133195,0.04439328043096951,0.19805470489507745
2007-07-20,0.07012146518585342,0.12058780720635522,0.9693874377322772,0.009372204700720222,0.20184577830425407
2007-07-23,0.07569262215594207,0.12848081486088483,0.9678760252517099,0.00797095552326039,0.20227647113502698
2007-07-24,0.07320120857884245,0.12645606149225655,0.9680792709622795,0.011980445116343151,0.20329643784980356
2007-07-25,0.07240671268501744,0.12588483309755208,0.9682677519044498,0.011850465327766973,0.20304532461391195
2007-07-26,0.07246365067696238,0.12548151221104323,0.9685010973425267,0.011328760939953433,0.2021897451546083
2007-07-27,0.07565039790946465,0.12741641750378574,0.9680653193551889,0.012087473580898584,0.20185515671096574
2007-07-30,0.07842778912460864,0.12411053532531421,0.9640729823763041,0.031241456417542182,0.21916412335795113
2007-07-31,0.08508978537928596,0.1254227611734791,0.9636479437473494,0.025093513757426588,0.2185905201113215
2007-08-01,0.08533458843013518,0.12472490269154253,0.9642444404780023,0.0241040889028176,0.21636394933415887
2007-08-02,0.07643938631007278,0.12381543415428459,0.9603052997096334,0.04440578245820747,0.23381320818035703
2007-08-03,0.07477358136093165,0.12526531076844816,0.9601339878038726,0.03944380287155678,0.23516892934103073
2007-08-06,0.0741716088009429,0.12282795997314008,0.9599098905478931,0.041602952059954075,0.23717938591906834
2007-08-07,0.06693941564791185,0.12146275008825623,0.9607296809582933,0.04128298026791885,0.2367701641670427
2007-08-08,0.06503979581627066,0.11945801065327898,0.9607743652010264,0.039901710553114526,0.23836963170345074
2007-08-09,0.08299194075925945,0.13221677062845402,0.9574811039648412,0.04748103035658612,0.2379213118662128
2007-08-10,0.07417744894184493,0.12514926839065954,0.9587803017384207,0.04439858601810752,0.2400093024191727
2007-08-13,0.06490978669554424,0.1347844911378619,0.9547940414709356,0.042022670227518516,0.2534211792617024
2007-08-14,0.06468550139773355,0.1328623156798564,0.9552504394205735,0.041783100561802754,0.2528125026088573
2007-08-15,0.06312223682069024,0.1236819672781044,0.9557885932586114,0.04134026767439696,0.2558857195200707
2007-08-16,0.07288986504422906,0.1334449299975175,0.9521813395547032,0.05197980853906954,0.25986210639461005
2007-08-17,0.07819505466999337,0.14393988083967896,0.9501232112056547,0.04702910210346914,0.26119148380567914
2007-08-20,0.07109895193206969,0.13282301272633143,0.9504331835691608,0.0469282342634948,0.2679132149110288
2007-08-21,0.06431442909811333,0.130103007102854,0.9519909774226302,0.028377887562094976,0.2680386840663057
2007-08-22,0.06606250597709465,0.1341902863850739,0.9510851455361407,0.026768360846373847,0.2689780904497884
2007-08-23,0.075602839044135,0.14462653549735177,0.9487888884037186,0.02205925703614969,0.2695930458657056
2007-08-24,0.07724352774175373,0.13872927499206542,0.9482440286111754,0.018088825954905942,0.2743969428783894
2007-08-27,0.08225451765872212,0.1419474613796044,0.9471046867507961,0.024552294717708957,0.2747271549945287
2007-08-28,0.07999215874836477,0.14079100116105567,0.947068177182449,0.02364964802028754,0.2761914380419384
2007-08-29,0.0832411306514561,0.1418743221610452,0.9462603052533717,0.024002700430662823,0.27741286190990466
2007-08-30,0.07915262652367806,0.1422946523542822,0.9455412399865047,0.02544717956810564,0.28069787701831495
2007-08-31,0.08290110662213533,0.14407001263778885,0.9457012707529457,0.030637014250765465,0.27763594477918985
2007-09-03,0.08555902961788524,0.14744826780855982,0.945281808089869,0.030883189113739457,0.27645468470549295
2007-09-04,0.09019325273538266,0.1493516051922253,0.9454815950602147,0.029826321986170676,0.2733756007888888
2007-09-05,0.09109251402485993,0.14983119934059014,0.9449888008911701,0.03628137652777468,0.2737381842204518
2007-09-06,0.0975526244523654,0.15311842064542752,0.9442306895701421,0.037572708824737976,0.2721303569008275
2007-09-07,0.09769462610470302,0.1556166069650112,0.9445592204605183,0.047822684403549504,0.26788075997804733
2007-09-10,0.11140057124926565,0.16893872977570268,0.94028088217633,0.04894831806843654,0.2693056684867309
2007-09-11,0.1135688434088446,0.17039902705869442,0.9368897828123776,0.06235464786047633,0.27643393810492833
2007-09-12,0.11555476209074719,0.17082677420484796,0.9361302995415235,0.06550582502750003,0.27719011407458305
2007-09-13,0.11223774507158504,0.1697209449513674,0.9373526349814666,0.06085972167073001,0.2761586887959949
2007-09-14,0.11700673419163596,0.17395324361591497,0.9372378571156813,0.0558228458556502,0.2729811390171333
2007-09-17,0.11715818321342779,0.17290408239406624,0.9365293581142273,0.05893913275377089,0.27534901201562323
2007-09-18,0.11622953948526586,0.16959786370090996,0.9368752880256395,0.059267811007161456,0.27654887460343336
2007-09-19,0.11678887487945634,0.16303747993787537,0.938014255871746,0.058681885342676154,0.2765227494328489
2007-09-20,0.12128164271402106,0.16469099571175475,0.9367837612872187,0.06527795514556187,0.27630166889225277
2007-09-21,0.13504088911679957,0.16951005243580503,0.9334669010406638,0.0547096722743854,0.2804936662581242
2007-09-24,0.129498830073694,0.1738672517895842,0.9270584427537145,0.07229702794892817,0.2972137534393229
2007-09-25,0.13288418220826292,0.175214646388916,0.9253217205261015,0.07667442149782264,0.2992363086596229
2007-09-26,0.13247877708955796,0.1713181262639754,0.925459708153365,0.08345253524930282,0.29943192244549954
2007-09-27,0.13022953932219422,0.16797397281912135,0.9258974138786062,0.08629993872243923,0.30015214657353756
2007-09-28,0.12344877197605468,0.16233028027314822,0.9276993103974255,0.08413627940734296,0.30117164006538827
2007-10-09,0.11833917324411371,0.16612819016316127,0.9294796061038655,0.07371620826554601,0.29838037298885095
2007-10-10,0.12166280110460526,0.16600083887970596,0.9287790778277768,0.0767121649922825,0.29854070518138265
2007-10-11,0.11814794566792348,0.16517642890789128,0.9295447936675959,0.0771571950443066,0.29791115132879414
2007-10-12,0.11838300258917524,0.16582683630345638,0.9294028944620378,0.07690491655912511,0.29796445867616017
2007-10-15,0.10841397452707034,0.15786478010171962,0.933086234320535,0.0717054421774384,0.2958606601330101
2007-10-16,0.10927632305787316,0.16012675857028597,0.9315614263644559,0.07470082319052788,0.29838096845007056
2007-10-17,0.12017502315607992,0.16920098677006576,0.9273946763964914,0.07342532421357985,0.30245136111621074
2007-10-18,0.13978461488953597,0.17518307227343827,0.9249329833934362,0.06277104931737897,0.30054937069895216
2007-10-19,0.1442746834967993,0.18149294105743627,0.9225643704194766,0.06333327439543464,0.30184268557493227
2007-10-22,0.15604440247623114,0.19224866648843122,0.9180598806820952,0.06368815073507536,0.3029859231502013
2007-10-23,0.15422912824722554,0.19246057839693254,0.9183084933380979,0.06107364138431628,0.3035651876523261
2007-10-24,0.1569028739760928,0.19452765055279797,0.918293994829919,0.0643558870207336,0.3002248160521286
2007-10-25,0.16128407740605236,0.1976244005140753,0.9176846750306498,0.06098229919468136,0.29844268980082533
2007-10-26,0.15694008134478435,0.18837992904739798,0.9220763094532474,0.04918649088377646,0.2953621198786489
2007-10-29,0.15691588214583357,0.18726800280265996,0.9232509451654753,0.04203934100030365,0.2935106252182608
2007-10-30,0.16207816957551316,0.19052479303983869,0.9221805707231971,0.0358143898027028,0.29279906872781586
2007-10-31,0.16313516434802292,0.1892850594030484,0.9219196365635168,0.03766736161010288,0.2936042200443558
2007-11-01,0.1711107273987581,0.1947126066848116,0.919264696561803,0.031671914552172636,0.29454613772855726
2007-11-02,0.1290991694454758,0.16844693468954375,0.925633970791853,0.07838674816167715,0.30334189369576114
2007-11-05,0.13198392474173876,0.17190542356203076,0.9218926505151382,0.10387015190867295,0.3038975179700677
2007-11-06,0.13199873712562202,0.17063966983487083,0.9220470339820681,0.10512054276923,0.30370606692764734
2007-11-07,0.12807694989753923,0.1676480611062289,0.9219119066592053,0.10991057839953172,0.3057589305778907
2007-11-08,0.13802711673515597,0.173683923197464,0.9190650563514131,0.11025596418660792,0.3065052274000761
2007-11-09,0.14209382403440413,0.1764283411540579,0.9139073350724715,0.12123920776639328,0.3142559832522156
2007-11-12,0.14281762717607255,0.17644620197478564,0.9135987254548608,0.12137342792958691,0.31476296322208147
2007-11-13,0.1415096781868977,0.17558961973434636,0.9135017882355391,0.12190059191269781,0.3159082540909543
2007-11-14,0.13927310643803317,0.17435532880727792,0.9139403458339502,0.12348786310045982,0.31570082841736213
2007-11-15,0.12874373414526047,0.17030692431668895,0.9107550429071226,0.1445190871431463,0.322583458532332
2007-11-16,0.1450334323807957,0.177081613831383,0.9037466271794278,0.1645546569734783,0.32213538188914687
2007-11-19,0.14263398814603667,0.17830255390195746,0.9036840693144299,0.16010159787894027,0.32494049597044566
2007-11-20,0.14311500852724282,0.18003814581507013,0.9037988281233362,0.15778109413343705,0.32458768461335424
2007-11-21,0.14165188615670407,0.17894109467914193,0.9046344633831319,0.15766799673486762,0.3235616142999742
2007-11-22,0.1669146969074533,0.1924795135088504,0.8976636142522515,0.15604891962660644,0.32394427169907347
2007-11-23,0.16178056845909292,0.18842294331010728,0.8983556428664234,0.15707895705412353,0.32650755318101365
2007-11-26,0.16329315269244993,0.18945909899365132,0.8979353516542199,0.1568679338861485,0.32641254825784216
2007-11-27,0.14151030208846205,0.18303985532685754,0.9023653796201894,0.1505459829109725,0.3309741295887572
2007-11-28,0.13304624487137232,0.17937315081268462,0.9036996152151229,0.15147376673537885,0.332425439676616
2007-11-29,0.13940357087511182,0.18139207630025653,0.9033691868852116,0.15515985872954352,0.32789188692026067
2007-11-30,0.13614848759562928,0.17909615180017435,0.9041037377369452,0.15502614869929932,0.32855970898048253
2007-12-03,0.13669275159732341,0.18137205690835173,0.9042982849310028,0.15470684112620692,0.3266950777302656
2007-12-04,0.1542975415611488,0.1918668644201318,0.9018539239881233,0.15188952397967445,0.32088696966100955
2007-12-05,0.14865362499902285,0.19134948915153363,0.9032656964075763,0.15128338186368856,0.320174784830597
2007-12-06,0.15839629129315486,0.19705223500188773,0.9032981811197779,0.14587813963278307,0.31440896289437226
2007-12-07,0.1841954241353035,0.2162648361953729,0.8938244412769523,0.14866070868278525,0.31349549952571987
2007-12-10,0.19511050383621775,0.22633408125926785,0.8897355402822424,0.14386101860158093,0.3136549866316189
2007-12-11,0.19686696613615493,0.22909788008850665,0.8878083608611947,0.14426463726009606,0.31581891615998825
2007-12-12,0.19004302761960837,0.22646538979934197,0.8892747504189823,0.143629698369402,0.31805345916964395
2007-12-13,0.17991489603004093,0.2189485986206766,0.891851971112967,0.14651692368668962,0.3206633656092409
2007-12-14,0.18434412402803255,0.21960716578793413,0.8903280609950511,0.14523581598639895,0.32250959401308626
2007-12-17,0.18960857357036162,0.22166475244316672,0.8885986260793013,0.14436307398332507,0.3232106293935664
2007-12-18,0.19304467678710713,0.22227048800888444,0.8878779370233026,0.1443978438123702,0.3227252927398742
2007-12-19,0.19222840823354517,0.2208387847245544,0.8887397138549489,0.14386000094227508,0.32206286866897804
2007-12-20,0.1983150505626767,0.22248068996168024,0.8881216884996582,0.144370582123207,0.3187012468573333
2007-12-21,0.1975603038119922,0.22127477538435458,0.8889904047218741,0.14242119289451674,0.3184645416106143
2007-12-24,0.21218316320775857,0.22775374474522633,0.8837794800456871,0.14419651764697292,0.31819448762405916
2007-12-25,0.20807701105641804,0.2252751948060221,0.881947584430108,0.15057668491330806,0.32473091068352505
2007-12-26,0.20191049161288485,0.2215963286195676,0.8876713625235683,0.13283614877688663,0.323297587761876
2007-12-27,0.20014675560996312,0.22102630741252294,0.8882962727054813,0.13204602432397183,0.32339175470035264
2007-12-28,0.20182780677975432,0.22022608739120852,0.8878978771316666,0.13340702903206242,0.32342840201929146
2008-01-03,0.21305052834332475,0.22493007448800534,0.8850292841980598,0.13330386829860505,0.32088810942748947
2008-01-04,0.2156446691647033,0.22464671751521928,0.8807324557917413,0.13708408553301654,0.32946854748080007
2008-01-07,0.21682645826330388,0.22773246433930514,0.8793936031433369,0.13797772552699145,0.32977757609018243
2008-01-08,0.2188372860423751,0.2312742371770361,0.8748684945131872,0.13911664337141139,0.33745243561291566
2008-01-09,0.21675779330648953,0.2321826031330945,0.8743700370535988,0.1382486535265081,0.3398111916112199
2008-01-10,0.20911456347499968,0.23106352842161906,0.8758993075317392,0.1397408293634408,0.3408132169535834
2008-01-11,0.20377428435995362,0.2271449143370248,0.8791964040227189,0.1407386068132282,0.3377684956152746
2008-01-14,0.219431642878564,0.23225993759349467,0.8734212594460541,0.14474069316248628,0.3377728686309665
2008-01-15,0.2214469456452339,0.23343122021642923,0.8720242895227062,0.14585417171494916,0.3387791533852572
2008-01-16,0.22902016541817388,0.24005759160479567,0.8685971860577725,0.14465066580605226,0.33843349390851124
2008-01-17,0.22462201250303865,0.2444863646625285,0.867301635296092,0.14314297716073668,0.3421539572991547
2008-01-18,0.22318680109253475,0.24425377750696137,0.8675771629058153,0.14301270513076808,0.3426149100187227
2008-01-21,0.22605777958953407,0.24571813498768655,0.8665539600606706,0.1430200028635036,0.34227180939907337
2008-01-22,0.2250692054327819,0.25155400729045113,0.8662888760852251,0.14374361386912915,0.33903656266664334
2008-01-23,0.27654644973304304,0.2469019849955677,0.848386472016253,0.13882546850995883,0.3514674299819328
2008-01-24,0.2794973827569382,0.2440732054988426,0.8480816416137212,0.13807878311206,0.3521381294344723
2008-01-25,0.31946114825049976,0.27925562933170095,0.824474453028801,0.12249519988880268,0.353832828539255
2008-01-28,0.2578415187744157,0.257070501900209,0.8517053779935335,0.06121703749811551,0.3718641306522093
2008-01-29,0.23783798996106198,0.253365241148188,0.8603142218405571,0.05699537566391532,0.36857850176184825
2008-01-30,0.25106510406027055,0.25728624491653723,0.8603080868559841,0.05242434333900018,0.3576196102224032
2008-01-31,0.24922068771378317,0.25415606425454174,0.8612783785531132,0.05420480311747701,0.3585458656490486
2008-02-01,0.25247588863914633,0.2577488595200632,0.8599982663442675,0.0456021696838705,0.3579732882170933
2008-02-04,0.2525055795475486,0.25737816333749447,0.8597999044093745,0.055545402060439855,0.35729014263193426
2008-02-05,0.26915842951334606,0.26340260134583093,0.8512539184198159,0.05080737759773307,0.3618814532173622
2008-02-14,0.2804134679636908,0.2696381256280035,0.8454708193959503,0.05380179789749324,0.36186741810410467
2008-02-15,0.29101575814164155,0.2798691950192591,0.8360264701907943,0.051872844109203765,0.3679021763687483
2008-02-18,0.29225227381588015,0.2818281228534131,0.8341819127086726,0.0511988364728837,0.3697035748703174
2008-02-19,0.29186848363969936,0.28557574257353546,0.832467619881208,0.05017171312452159,0.37113305506637806
